number,filename,url,status,content_type,content_length,final_url,redirect_chain,server,via,response_bytes,elapsed_ms,classification,valid_m3u8,channel_name,channel_names,playlist_type,is_master,is_media,bandwidths,resolutions,codecs,frame_rates,audio_groups,video_groups,subtitles,target_duration,media_sequence,segment_count,uris,error
808,808.m3u8,https://streaming.televizor-24-tochka.ru/live/808.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/808.m3u8,https://streaming.televizor-24-tochka.ru/live/808.m3u8,nginx,,0,249.95,HTTP_412,False,,,,,,,,,,,,,,,,,
809,809.m3u8,https://streaming.televizor-24-tochka.ru/live/809.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/809.m3u8,https://streaming.televizor-24-tochka.ru/live/809.m3u8,nginx,,0,251.31,HTTP_412,False,,,,,,,,,,,,,,,,,
810,810.m3u8,https://streaming.televizor-24-tochka.ru/live/810.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/810.m3u8,https://streaming.televizor-24-tochka.ru/live/810.m3u8,nginx,,0,253.47,HTTP_412,False,,,,,,,,,,,,,,,,,
811,811.m3u8,https://streaming.televizor-24-tochka.ru/live/811.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/811.m3u8,https://streaming.televizor-24-tochka.ru/live/811.m3u8,nginx,,0,252.69,HTTP_412,False,,,,,,,,,,,,,,,,,
812,812.m3u8,https://streaming.televizor-24-tochka.ru/live/812.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/812.m3u8,https://streaming.televizor-24-tochka.ru/live/812.m3u8,nginx,,0,247.86,HTTP_412,False,,,,,,,,,,,,,,,,,
813,813.m3u8,https://streaming.televizor-24-tochka.ru/live/813.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/813.m3u8,https://streaming.televizor-24-tochka.ru/live/813.m3u8,nginx,,0,247.58,HTTP_412,False,,,,,,,,,,,,,,,,,
814,814.m3u8,https://streaming.televizor-24-tochka.ru/live/814.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/814.m3u8,https://streaming.televizor-24-tochka.ru/live/814.m3u8,nginx,,0,249.35,HTTP_412,False,,,,,,,,,,,,,,,,,
815,815.m3u8,https://streaming.televizor-24-tochka.ru/live/815.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/815.m3u8,https://streaming.televizor-24-tochka.ru/live/815.m3u8,nginx,,0,321.48,HTTP_412,False,,,,,,,,,,,,,,,,,
816,816.m3u8,https://streaming.televizor-24-tochka.ru/live/816.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/816.m3u8,https://streaming.televizor-24-tochka.ru/live/816.m3u8,nginx,,0,544.25,HTTP_412,False,,,,,,,,,,,,,,,,,
817,817.m3u8,https://streaming.televizor-24-tochka.ru/live/817.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/817.m3u8,https://streaming.televizor-24-tochka.ru/live/817.m3u8,nginx,,0,250.9,HTTP_412,False,,,,,,,,,,,,,,,,,
818,818.m3u8,https://streaming.televizor-24-tochka.ru/live/818.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/818.m3u8,https://streaming.televizor-24-tochka.ru/live/818.m3u8,nginx,,0,251.14,HTTP_412,False,,,,,,,,,,,,,,,,,
819,819.m3u8,https://streaming.televizor-24-tochka.ru/live/819.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/819.m3u8,https://streaming.televizor-24-tochka.ru/live/819.m3u8,nginx,,0,252.51,HTTP_412,False,,,,,,,,,,,,,,,,,
820,820.m3u8,https://streaming.televizor-24-tochka.ru/live/820.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/820.m3u8,https://streaming.televizor-24-tochka.ru/live/820.m3u8,nginx,,0,250.0,HTTP_412,False,,,,,,,,,,,,,,,,,
821,821.m3u8,https://streaming.televizor-24-tochka.ru/live/821.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/821.m3u8,https://streaming.televizor-24-tochka.ru/live/821.m3u8,nginx,,0,248.44,HTTP_412,False,,,,,,,,,,,,,,,,,
822,822.m3u8,https://streaming.televizor-24-tochka.ru/live/822.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/822.m3u8,https://streaming.televizor-24-tochka.ru/live/822.m3u8,nginx,,0,251.59,HTTP_412,False,,,,,,,,,,,,,,,,,
823,823.m3u8,https://streaming.televizor-24-tochka.ru/live/823.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/823.m3u8,https://streaming.televizor-24-tochka.ru/live/823.m3u8,nginx,,0,249.12,HTTP_412,False,,,,,,,,,,,,,,,,,
824,824.m3u8,https://streaming.televizor-24-tochka.ru/live/824.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/824.m3u8,https://streaming.televizor-24-tochka.ru/live/824.m3u8,nginx,,0,254.89,HTTP_412,False,,,,,,,,,,,,,,,,,
825,825.m3u8,https://streaming.televizor-24-tochka.ru/live/825.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/825.m3u8,https://streaming.televizor-24-tochka.ru/live/825.m3u8,nginx,,0,248.58,HTTP_412,False,,,,,,,,,,,,,,,,,
826,826.m3u8,https://streaming.televizor-24-tochka.ru/live/826.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/826.m3u8,https://streaming.televizor-24-tochka.ru/live/826.m3u8,nginx,,0,249.28,HTTP_412,False,,,,,,,,,,,,,,,,,
827,827.m3u8,https://streaming.televizor-24-tochka.ru/live/827.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/827.m3u8,https://streaming.televizor-24-tochka.ru/live/827.m3u8,nginx,,0,247.78,HTTP_412,False,,,,,,,,,,,,,,,,,
828,828.m3u8,https://streaming.televizor-24-tochka.ru/live/828.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/828.m3u8,https://streaming.televizor-24-tochka.ru/live/828.m3u8,nginx,,0,251.81,HTTP_412,False,,,,,,,,,,,,,,,,,
829,829.m3u8,https://streaming.televizor-24-tochka.ru/live/829.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/829.m3u8,https://streaming.televizor-24-tochka.ru/live/829.m3u8,nginx,,0,249.1,HTTP_412,False,,,,,,,,,,,,,,,,,
830,830.m3u8,https://streaming.televizor-24-tochka.ru/live/830.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/830.m3u8,https://streaming.televizor-24-tochka.ru/live/830.m3u8,nginx,,0,248.91,HTTP_412,False,,,,,,,,,,,,,,,,,
831,831.m3u8,https://streaming.televizor-24-tochka.ru/live/831.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/831.m3u8,https://streaming.televizor-24-tochka.ru/live/831.m3u8,nginx,,0,252.24,HTTP_412,False,,,,,,,,,,,,,,,,,
832,832.m3u8,https://streaming.televizor-24-tochka.ru/live/832.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/832.m3u8,https://streaming.televizor-24-tochka.ru/live/832.m3u8,nginx,,0,251.97,HTTP_412,False,,,,,,,,,,,,,,,,,
833,833.m3u8,https://streaming.televizor-24-tochka.ru/live/833.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/833.m3u8,https://streaming.televizor-24-tochka.ru/live/833.m3u8,nginx,,0,256.49,HTTP_412,False,,,,,,,,,,,,,,,,,
834,834.m3u8,https://streaming.televizor-24-tochka.ru/live/834.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/834.m3u8,https://streaming.televizor-24-tochka.ru/live/834.m3u8,nginx,,0,251.74,HTTP_412,False,,,,,,,,,,,,,,,,,
835,835.m3u8,https://streaming.televizor-24-tochka.ru/live/835.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/835.m3u8,https://streaming.televizor-24-tochka.ru/live/835.m3u8,nginx,,0,254.01,HTTP_412,False,,,,,,,,,,,,,,,,,
836,836.m3u8,https://streaming.televizor-24-tochka.ru/live/836.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/836.m3u8,https://streaming.televizor-24-tochka.ru/live/836.m3u8,nginx,,0,251.38,HTTP_412,False,,,,,,,,,,,,,,,,,
837,837.m3u8,https://streaming.televizor-24-tochka.ru/live/837.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/837.m3u8,https://streaming.televizor-24-tochka.ru/live/837.m3u8,nginx,,0,250.85,HTTP_412,False,,,,,,,,,,,,,,,,,
838,838.m3u8,https://streaming.televizor-24-tochka.ru/live/838.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/838.m3u8,https://streaming.televizor-24-tochka.ru/live/838.m3u8,nginx,,0,248.87,HTTP_412,False,,,,,,,,,,,,,,,,,
839,839.m3u8,https://streaming.televizor-24-tochka.ru/live/839.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/839.m3u8,https://streaming.televizor-24-tochka.ru/live/839.m3u8,nginx,,0,250.68,HTTP_412,False,,,,,,,,,,,,,,,,,
840,840.m3u8,https://streaming.televizor-24-tochka.ru/live/840.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/840.m3u8,https://streaming.televizor-24-tochka.ru/live/840.m3u8,nginx,,0,250.34,HTTP_412,False,,,,,,,,,,,,,,,,,
841,841.m3u8,https://streaming.televizor-24-tochka.ru/live/841.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/841.m3u8,https://streaming.televizor-24-tochka.ru/live/841.m3u8,nginx,,0,251.6,HTTP_412,False,,,,,,,,,,,,,,,,,
842,842.m3u8,https://streaming.televizor-24-tochka.ru/live/842.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/842.m3u8,https://streaming.televizor-24-tochka.ru/live/842.m3u8,nginx,,0,253.81,HTTP_412,False,,,,,,,,,,,,,,,,,
843,843.m3u8,https://streaming.televizor-24-tochka.ru/live/843.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/843.m3u8,https://streaming.televizor-24-tochka.ru/live/843.m3u8,nginx,,0,250.4,HTTP_412,False,,,,,,,,,,,,,,,,,
844,844.m3u8,https://streaming.televizor-24-tochka.ru/live/844.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/844.m3u8,https://streaming.televizor-24-tochka.ru/live/844.m3u8,nginx,,0,251.72,HTTP_412,False,,,,,,,,,,,,,,,,,
845,845.m3u8,https://streaming.televizor-24-tochka.ru/live/845.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/845.m3u8,https://streaming.televizor-24-tochka.ru/live/845.m3u8,nginx,,0,248.96,HTTP_412,False,,,,,,,,,,,,,,,,,
846,846.m3u8,https://streaming.televizor-24-tochka.ru/live/846.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/846.m3u8,https://streaming.televizor-24-tochka.ru/live/846.m3u8,nginx,,0,248.2,HTTP_412,False,,,,,,,,,,,,,,,,,
847,847.m3u8,https://streaming.televizor-24-tochka.ru/live/847.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/847.m3u8,https://streaming.televizor-24-tochka.ru/live/847.m3u8,nginx,,0,247.53,HTTP_412,False,,,,,,,,,,,,,,,,,
848,848.m3u8,https://streaming.televizor-24-tochka.ru/live/848.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/848.m3u8,https://streaming.televizor-24-tochka.ru/live/848.m3u8,nginx,,0,251.31,HTTP_412,False,,,,,,,,,,,,,,,,,
849,849.m3u8,https://streaming.televizor-24-tochka.ru/live/849.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/849.m3u8,https://streaming.televizor-24-tochka.ru/live/849.m3u8,nginx,,0,250.5,HTTP_412,False,,,,,,,,,,,,,,,,,
850,850.m3u8,https://streaming.televizor-24-tochka.ru/live/850.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/850.m3u8,https://streaming.televizor-24-tochka.ru/live/850.m3u8,nginx,,0,248.99,HTTP_412,False,,,,,,,,,,,,,,,,,
851,851.m3u8,https://streaming.televizor-24-tochka.ru/live/851.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/851.m3u8,https://streaming.televizor-24-tochka.ru/live/851.m3u8,nginx,,0,248.25,HTTP_412,False,,,,,,,,,,,,,,,,,
852,852.m3u8,https://streaming.televizor-24-tochka.ru/live/852.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/852.m3u8,https://streaming.televizor-24-tochka.ru/live/852.m3u8,nginx,,0,250.76,HTTP_412,False,,,,,,,,,,,,,,,,,
853,853.m3u8,https://streaming.televizor-24-tochka.ru/live/853.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/853.m3u8,https://streaming.televizor-24-tochka.ru/live/853.m3u8,nginx,,0,252.9,HTTP_412,False,,,,,,,,,,,,,,,,,
854,854.m3u8,https://streaming.televizor-24-tochka.ru/live/854.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/854.m3u8,https://streaming.televizor-24-tochka.ru/live/854.m3u8,nginx,,0,249.46,HTTP_412,False,,,,,,,,,,,,,,,,,
855,855.m3u8,https://streaming.televizor-24-tochka.ru/live/855.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/855.m3u8,https://streaming.televizor-24-tochka.ru/live/855.m3u8,nginx,,0,250.22,HTTP_412,False,,,,,,,,,,,,,,,,,
856,856.m3u8,https://streaming.televizor-24-tochka.ru/live/856.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/856.m3u8,https://streaming.televizor-24-tochka.ru/live/856.m3u8,nginx,,0,251.88,HTTP_412,False,,,,,,,,,,,,,,,,,
857,857.m3u8,https://streaming.televizor-24-tochka.ru/live/857.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/857.m3u8,https://streaming.televizor-24-tochka.ru/live/857.m3u8,nginx,,0,249.84,HTTP_412,False,,,,,,,,,,,,,,,,,
858,858.m3u8,https://streaming.televizor-24-tochka.ru/live/858.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/858.m3u8,https://streaming.televizor-24-tochka.ru/live/858.m3u8,nginx,,0,248.97,HTTP_412,False,,,,,,,,,,,,,,,,,
859,859.m3u8,https://streaming.televizor-24-tochka.ru/live/859.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/859.m3u8,https://streaming.televizor-24-tochka.ru/live/859.m3u8,nginx,,0,249.33,HTTP_412,False,,,,,,,,,,,,,,,,,
860,860.m3u8,https://streaming.televizor-24-tochka.ru/live/860.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/860.m3u8,https://streaming.televizor-24-tochka.ru/live/860.m3u8,nginx,,0,251.33,HTTP_412,False,,,,,,,,,,,,,,,,,
861,861.m3u8,https://streaming.televizor-24-tochka.ru/live/861.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/861.m3u8,https://streaming.televizor-24-tochka.ru/live/861.m3u8,nginx,,0,250.05,HTTP_412,False,,,,,,,,,,,,,,,,,
862,862.m3u8,https://streaming.televizor-24-tochka.ru/live/862.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/862.m3u8,https://streaming.televizor-24-tochka.ru/live/862.m3u8,nginx,,0,252.29,HTTP_412,False,,,,,,,,,,,,,,,,,
863,863.m3u8,https://streaming.televizor-24-tochka.ru/live/863.m3u8,200,application/vnd.apple.mpegurl,1502,https://streaming.televizor24.cc/live/863.m3u8,https://streaming.televizor-24-tochka.ru/live/863.m3u8,nginx,,1502,506.08,M3U8_MASTER,True,,,MASTER,True,False,446000; 796000; 1296000; 4596000; 8096000,426x240; 1920x1080; 1280x720; 852x480; 640x360,"mp4a.40.2,avc1.42C01F; mp4a.40.2,avc1.4D402A; mp4a.40.2,avc1.4D4029; mp4a.40.2,avc1.4D4028; mp4a.40.2,avc1.4D401F",,,,,,,0,863-req_offset_28000000-req_window_0-5k_v5.m3u8; 863-req_offset_28000000-req_window_0-5k_v5.m3u8; 863-req_offset_28000000-req_window_0-1k_v5.m3u8; 863-req_offset_28000000-req_window_0-1k_v5.m3u8; 863-req_offset_28000000-req_window_0-2k_v5.m3u8; 863-req_offset_28000000-req_window_0-2k_v5.m3u8; 863-req_offset_28000000-req_window_0-3k_v5.m3u8; 863-req_offset_28000000-req_window_0-3k_v5.m3u8; 863-req_offset_28000000-req_window_0-4k_v5.m3u8; 863-req_offset_28000000-req_window_0-4k_v5.m3u8,
864,864.m3u8,https://streaming.televizor-24-tochka.ru/live/864.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/864.m3u8,https://streaming.televizor-24-tochka.ru/live/864.m3u8,nginx,,0,249.23,HTTP_412,False,,,,,,,,,,,,,,,,,
865,865.m3u8,https://streaming.televizor-24-tochka.ru/live/865.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/865.m3u8,https://streaming.televizor-24-tochka.ru/live/865.m3u8,nginx,,0,251.57,HTTP_412,False,,,,,,,,,,,,,,,,,
866,866.m3u8,https://streaming.televizor-24-tochka.ru/live/866.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/866.m3u8,https://streaming.televizor-24-tochka.ru/live/866.m3u8,nginx,,0,256.51,HTTP_412,False,,,,,,,,,,,,,,,,,
867,867.m3u8,https://streaming.televizor-24-tochka.ru/live/867.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/867.m3u8,https://streaming.televizor-24-tochka.ru/live/867.m3u8,nginx,,0,258.83,HTTP_412,False,,,,,,,,,,,,,,,,,
868,868.m3u8,https://streaming.televizor-24-tochka.ru/live/868.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/868.m3u8,https://streaming.televizor-24-tochka.ru/live/868.m3u8,nginx,,0,253.06,HTTP_412,False,,,,,,,,,,,,,,,,,
869,869.m3u8,https://streaming.televizor-24-tochka.ru/live/869.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/869.m3u8,https://streaming.televizor-24-tochka.ru/live/869.m3u8,nginx,,0,250.74,HTTP_412,False,,,,,,,,,,,,,,,,,
870,870.m3u8,https://streaming.televizor-24-tochka.ru/live/870.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/870.m3u8,https://streaming.televizor-24-tochka.ru/live/870.m3u8,nginx,,0,256.24,HTTP_412,False,,,,,,,,,,,,,,,,,
871,871.m3u8,https://streaming.televizor-24-tochka.ru/live/871.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/871.m3u8,https://streaming.televizor-24-tochka.ru/live/871.m3u8,nginx,,0,252.78,HTTP_412,False,,,,,,,,,,,,,,,,,
872,872.m3u8,https://streaming.televizor-24-tochka.ru/live/872.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/872.m3u8,https://streaming.televizor-24-tochka.ru/live/872.m3u8,nginx,,0,256.62,HTTP_412,False,,,,,,,,,,,,,,,,,
873,873.m3u8,https://streaming.televizor-24-tochka.ru/live/873.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/873.m3u8,https://streaming.televizor-24-tochka.ru/live/873.m3u8,nginx,,0,247.49,HTTP_412,False,,,,,,,,,,,,,,,,,
874,874.m3u8,https://streaming.televizor-24-tochka.ru/live/874.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/874.m3u8,https://streaming.televizor-24-tochka.ru/live/874.m3u8,nginx,,0,254.7,HTTP_412,False,,,,,,,,,,,,,,,,,
875,875.m3u8,https://streaming.televizor-24-tochka.ru/live/875.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/875.m3u8,https://streaming.televizor-24-tochka.ru/live/875.m3u8,nginx,,0,252.3,HTTP_412,False,,,,,,,,,,,,,,,,,
876,876.m3u8,https://streaming.televizor-24-tochka.ru/live/876.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/876.m3u8,https://streaming.televizor-24-tochka.ru/live/876.m3u8,nginx,,0,250.27,HTTP_412,False,,,,,,,,,,,,,,,,,
877,877.m3u8,https://streaming.televizor-24-tochka.ru/live/877.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/877.m3u8,https://streaming.televizor-24-tochka.ru/live/877.m3u8,nginx,,0,250.22,HTTP_412,False,,,,,,,,,,,,,,,,,
878,878.m3u8,https://streaming.televizor-24-tochka.ru/live/878.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/878.m3u8,https://streaming.televizor-24-tochka.ru/live/878.m3u8,nginx,,0,249.12,HTTP_412,False,,,,,,,,,,,,,,,,,
879,879.m3u8,https://streaming.televizor-24-tochka.ru/live/879.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/879.m3u8,https://streaming.televizor-24-tochka.ru/live/879.m3u8,nginx,,0,249.32,HTTP_412,False,,,,,,,,,,,,,,,,,
880,880.m3u8,https://streaming.televizor-24-tochka.ru/live/880.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/880.m3u8,https://streaming.televizor-24-tochka.ru/live/880.m3u8,nginx,,0,250.78,HTTP_412,False,,,,,,,,,,,,,,,,,
881,881.m3u8,https://streaming.televizor-24-tochka.ru/live/881.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/881.m3u8,https://streaming.televizor-24-tochka.ru/live/881.m3u8,nginx,,0,268.13,HTTP_412,False,,,,,,,,,,,,,,,,,
882,882.m3u8,https://streaming.televizor-24-tochka.ru/live/882.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/882.m3u8,https://streaming.televizor-24-tochka.ru/live/882.m3u8,nginx,,0,251.23,HTTP_412,False,,,,,,,,,,,,,,,,,
883,883.m3u8,https://streaming.televizor-24-tochka.ru/live/883.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/883.m3u8,https://streaming.televizor-24-tochka.ru/live/883.m3u8,nginx,,0,248.92,HTTP_412,False,,,,,,,,,,,,,,,,,
884,884.m3u8,https://streaming.televizor-24-tochka.ru/live/884.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/884.m3u8,https://streaming.televizor-24-tochka.ru/live/884.m3u8,nginx,,0,251.79,HTTP_412,False,,,,,,,,,,,,,,,,,
885,885.m3u8,https://streaming.televizor-24-tochka.ru/live/885.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/885.m3u8,https://streaming.televizor-24-tochka.ru/live/885.m3u8,nginx,,0,250.13,HTTP_412,False,,,,,,,,,,,,,,,,,
886,886.m3u8,https://streaming.televizor-24-tochka.ru/live/886.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/886.m3u8,https://streaming.televizor-24-tochka.ru/live/886.m3u8,nginx,,0,249.73,HTTP_412,False,,,,,,,,,,,,,,,,,
887,887.m3u8,https://streaming.televizor-24-tochka.ru/live/887.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/887.m3u8,https://streaming.televizor-24-tochka.ru/live/887.m3u8,nginx,,0,247.94,HTTP_412,False,,,,,,,,,,,,,,,,,
888,888.m3u8,https://streaming.televizor-24-tochka.ru/live/888.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/888.m3u8,https://streaming.televizor-24-tochka.ru/live/888.m3u8,nginx,,0,249.5,HTTP_412,False,,,,,,,,,,,,,,,,,
889,889.m3u8,https://streaming.televizor-24-tochka.ru/live/889.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/889.m3u8,https://streaming.televizor-24-tochka.ru/live/889.m3u8,nginx,,0,251.87,HTTP_412,False,,,,,,,,,,,,,,,,,
890,890.m3u8,https://streaming.televizor-24-tochka.ru/live/890.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/890.m3u8,https://streaming.televizor-24-tochka.ru/live/890.m3u8,nginx,,0,250.67,HTTP_412,False,,,,,,,,,,,,,,,,,
891,891.m3u8,https://streaming.televizor-24-tochka.ru/live/891.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/891.m3u8,https://streaming.televizor-24-tochka.ru/live/891.m3u8,nginx,,0,249.13,HTTP_412,False,,,,,,,,,,,,,,,,,
892,892.m3u8,https://streaming.televizor-24-tochka.ru/live/892.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/892.m3u8,https://streaming.televizor-24-tochka.ru/live/892.m3u8,nginx,,0,254.52,HTTP_412,False,,,,,,,,,,,,,,,,,
893,893.m3u8,https://streaming.televizor-24-tochka.ru/live/893.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/893.m3u8,https://streaming.televizor-24-tochka.ru/live/893.m3u8,nginx,,0,579.63,HTTP_412,False,,,,,,,,,,,,,,,,,
894,894.m3u8,https://streaming.televizor-24-tochka.ru/live/894.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/894.m3u8,https://streaming.televizor-24-tochka.ru/live/894.m3u8,nginx,,0,250.28,HTTP_412,False,,,,,,,,,,,,,,,,,
895,895.m3u8,https://streaming.televizor-24-tochka.ru/live/895.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/895.m3u8,https://streaming.televizor-24-tochka.ru/live/895.m3u8,nginx,,0,248.49,HTTP_412,False,,,,,,,,,,,,,,,,,
896,896.m3u8,https://streaming.televizor-24-tochka.ru/live/896.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/896.m3u8,https://streaming.televizor-24-tochka.ru/live/896.m3u8,nginx,,0,249.63,HTTP_412,False,,,,,,,,,,,,,,,,,
897,897.m3u8,https://streaming.televizor-24-tochka.ru/live/897.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/897.m3u8,https://streaming.televizor-24-tochka.ru/live/897.m3u8,nginx,,0,250.67,HTTP_412,False,,,,,,,,,,,,,,,,,
898,898.m3u8,https://streaming.televizor-24-tochka.ru/live/898.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/898.m3u8,https://streaming.televizor-24-tochka.ru/live/898.m3u8,nginx,,0,249.58,HTTP_412,False,,,,,,,,,,,,,,,,,
899,899.m3u8,https://streaming.televizor-24-tochka.ru/live/899.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/899.m3u8,https://streaming.televizor-24-tochka.ru/live/899.m3u8,nginx,,0,250.44,HTTP_412,False,,,,,,,,,,,,,,,,,
900,900.m3u8,https://streaming.televizor-24-tochka.ru/live/900.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/900.m3u8,https://streaming.televizor-24-tochka.ru/live/900.m3u8,nginx,,0,253.02,HTTP_412,False,,,,,,,,,,,,,,,,,
901,901.m3u8,https://streaming.televizor-24-tochka.ru/live/901.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/901.m3u8,https://streaming.televizor-24-tochka.ru/live/901.m3u8,nginx,,0,248.93,HTTP_412,False,,,,,,,,,,,,,,,,,
902,902.m3u8,https://streaming.televizor-24-tochka.ru/live/902.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/902.m3u8,https://streaming.televizor-24-tochka.ru/live/902.m3u8,nginx,,0,249.34,HTTP_412,False,,,,,,,,,,,,,,,,,
903,903.m3u8,https://streaming.televizor-24-tochka.ru/live/903.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/903.m3u8,https://streaming.televizor-24-tochka.ru/live/903.m3u8,nginx,,0,253.87,HTTP_412,False,,,,,,,,,,,,,,,,,
904,904.m3u8,https://streaming.televizor-24-tochka.ru/live/904.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/904.m3u8,https://streaming.televizor-24-tochka.ru/live/904.m3u8,nginx,,0,247.28,HTTP_412,False,,,,,,,,,,,,,,,,,
905,905.m3u8,https://streaming.televizor-24-tochka.ru/live/905.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/905.m3u8,https://streaming.televizor-24-tochka.ru/live/905.m3u8,nginx,,0,251.71,HTTP_412,False,,,,,,,,,,,,,,,,,
906,906.m3u8,https://streaming.televizor-24-tochka.ru/live/906.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/906.m3u8,https://streaming.televizor-24-tochka.ru/live/906.m3u8,nginx,,0,248.94,HTTP_412,False,,,,,,,,,,,,,,,,,
907,907.m3u8,https://streaming.televizor-24-tochka.ru/live/907.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/907.m3u8,https://streaming.televizor-24-tochka.ru/live/907.m3u8,nginx,,0,251.03,HTTP_412,False,,,,,,,,,,,,,,,,,
