number,filename,url,status,content_type,content_length,final_url,redirect_chain,server,via,response_bytes,elapsed_ms,classification,valid_m3u8,channel_name,channel_names,playlist_type,is_master,is_media,bandwidths,resolutions,codecs,frame_rates,audio_groups,video_groups,subtitles,target_duration,media_sequence,segment_count,uris,error
230,230.m3u8,https://streaming.televizor-24-tochka.ru/live/230.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/230.m3u8,https://streaming.televizor-24-tochka.ru/live/230.m3u8,nginx,,0,251.52,HTTP_412,False,,,,,,,,,,,,,,,,,
231,231.m3u8,https://streaming.televizor-24-tochka.ru/live/231.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/231.m3u8,https://streaming.televizor-24-tochka.ru/live/231.m3u8,nginx,,0,253.01,HTTP_412,False,,,,,,,,,,,,,,,,,
232,232.m3u8,https://streaming.televizor-24-tochka.ru/live/232.m3u8,200,application/vnd.apple.mpegurl,908,https://streaming.televizor24.cc/live/232.m3u8,https://streaming.televizor-24-tochka.ru/live/232.m3u8,nginx,,908,586.58,M3U8_MASTER,True,,,MASTER,True,False,446000; 796000; 2096000,426x240; 1024x576; 640x360,"mp4a.40.2,avc1.42C01F; mp4a.40.2,avc1.4D4028; mp4a.40.2,avc1.4D401F",,,,,,,0,232-req_offset_28000000-req_window_0-3k_v5.m3u8; 232-req_offset_28000000-req_window_0-3k_v5.m3u8; 232-req_offset_28000000-req_window_0-1k_v5.m3u8; 232-req_offset_28000000-req_window_0-1k_v5.m3u8; 232-req_offset_28000000-req_window_0-2k_v5.m3u8; 232-req_offset_28000000-req_window_0-2k_v5.m3u8,
233,233.m3u8,https://streaming.televizor-24-tochka.ru/live/233.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/233.m3u8,https://streaming.televizor-24-tochka.ru/live/233.m3u8,nginx,,0,251.78,HTTP_412,False,,,,,,,,,,,,,,,,,
234,234.m3u8,https://streaming.televizor-24-tochka.ru/live/234.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/234.m3u8,https://streaming.televizor-24-tochka.ru/live/234.m3u8,nginx,,0,256.86,HTTP_412,False,,,,,,,,,,,,,,,,,
235,235.m3u8,https://streaming.televizor-24-tochka.ru/live/235.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/235.m3u8,https://streaming.televizor-24-tochka.ru/live/235.m3u8,nginx,,0,250.14,HTTP_412,False,,,,,,,,,,,,,,,,,
236,236.m3u8,https://streaming.televizor-24-tochka.ru/live/236.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/236.m3u8,https://streaming.televizor-24-tochka.ru/live/236.m3u8,nginx,,0,251.25,HTTP_412,False,,,,,,,,,,,,,,,,,
237,237.m3u8,https://streaming.televizor-24-tochka.ru/live/237.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/237.m3u8,https://streaming.televizor-24-tochka.ru/live/237.m3u8,nginx,,0,253.61,HTTP_412,False,,,,,,,,,,,,,,,,,
238,238.m3u8,https://streaming.televizor-24-tochka.ru/live/238.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/238.m3u8,https://streaming.televizor-24-tochka.ru/live/238.m3u8,nginx,,0,250.7,HTTP_412,False,,,,,,,,,,,,,,,,,
239,239.m3u8,https://streaming.televizor-24-tochka.ru/live/239.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/239.m3u8,https://streaming.televizor-24-tochka.ru/live/239.m3u8,nginx,,0,249.25,HTTP_412,False,,,,,,,,,,,,,,,,,
240,240.m3u8,https://streaming.televizor-24-tochka.ru/live/240.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/240.m3u8,https://streaming.televizor-24-tochka.ru/live/240.m3u8,nginx,,0,258.33,HTTP_412,False,,,,,,,,,,,,,,,,,
241,241.m3u8,https://streaming.televizor-24-tochka.ru/live/241.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/241.m3u8,https://streaming.televizor-24-tochka.ru/live/241.m3u8,nginx,,0,250.64,HTTP_412,False,,,,,,,,,,,,,,,,,
242,242.m3u8,https://streaming.televizor-24-tochka.ru/live/242.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/242.m3u8,https://streaming.televizor-24-tochka.ru/live/242.m3u8,nginx,,0,251.55,HTTP_412,False,,,,,,,,,,,,,,,,,
243,243.m3u8,https://streaming.televizor-24-tochka.ru/live/243.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/243.m3u8,https://streaming.televizor-24-tochka.ru/live/243.m3u8,nginx,,0,252.24,HTTP_412,False,,,,,,,,,,,,,,,,,
244,244.m3u8,https://streaming.televizor-24-tochka.ru/live/244.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/244.m3u8,https://streaming.televizor-24-tochka.ru/live/244.m3u8,nginx,,0,251.29,HTTP_412,False,,,,,,,,,,,,,,,,,
245,245.m3u8,https://streaming.televizor-24-tochka.ru/live/245.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/245.m3u8,https://streaming.televizor-24-tochka.ru/live/245.m3u8,nginx,,0,249.96,HTTP_412,False,,,,,,,,,,,,,,,,,
246,246.m3u8,https://streaming.televizor-24-tochka.ru/live/246.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/246.m3u8,https://streaming.televizor-24-tochka.ru/live/246.m3u8,nginx,,0,254.14,HTTP_412,False,,,,,,,,,,,,,,,,,
247,247.m3u8,https://streaming.televizor-24-tochka.ru/live/247.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/247.m3u8,https://streaming.televizor-24-tochka.ru/live/247.m3u8,nginx,,0,249.85,HTTP_412,False,,,,,,,,,,,,,,,,,
248,248.m3u8,https://streaming.televizor-24-tochka.ru/live/248.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/248.m3u8,https://streaming.televizor-24-tochka.ru/live/248.m3u8,nginx,,0,254.95,HTTP_412,False,,,,,,,,,,,,,,,,,
249,249.m3u8,https://streaming.televizor-24-tochka.ru/live/249.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/249.m3u8,https://streaming.televizor-24-tochka.ru/live/249.m3u8,nginx,,0,253.33,HTTP_412,False,,,,,,,,,,,,,,,,,
250,250.m3u8,https://streaming.televizor-24-tochka.ru/live/250.m3u8,200,application/vnd.apple.mpegurl,1502,https://streaming.televizor24.cc/live/250.m3u8,https://streaming.televizor-24-tochka.ru/live/250.m3u8,nginx,,1502,503.94,M3U8_MASTER,True,,,MASTER,True,False,446000; 796000; 1296000; 4596000; 8096000,426x240; 1920x1080; 1280x720; 852x480; 640x360,"mp4a.40.2,avc1.42C01F; mp4a.40.2,avc1.4D402A; mp4a.40.2,avc1.4D4029; mp4a.40.2,avc1.4D4028; mp4a.40.2,avc1.4D401F",,,,,,,0,250-req_offset_28000000-req_window_0-5k_v5.m3u8; 250-req_offset_28000000-req_window_0-5k_v5.m3u8; 250-req_offset_28000000-req_window_0-1k_v5.m3u8; 250-req_offset_28000000-req_window_0-1k_v5.m3u8; 250-req_offset_28000000-req_window_0-2k_v5.m3u8; 250-req_offset_28000000-req_window_0-2k_v5.m3u8; 250-req_offset_28000000-req_window_0-3k_v5.m3u8; 250-req_offset_28000000-req_window_0-3k_v5.m3u8; 250-req_offset_28000000-req_window_0-4k_v5.m3u8; 250-req_offset_28000000-req_window_0-4k_v5.m3u8,
251,251.m3u8,https://streaming.televizor-24-tochka.ru/live/251.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/251.m3u8,https://streaming.televizor-24-tochka.ru/live/251.m3u8,nginx,,0,252.06,HTTP_412,False,,,,,,,,,,,,,,,,,
252,252.m3u8,https://streaming.televizor-24-tochka.ru/live/252.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/252.m3u8,https://streaming.televizor-24-tochka.ru/live/252.m3u8,nginx,,0,255.7,HTTP_412,False,,,,,,,,,,,,,,,,,
253,253.m3u8,https://streaming.televizor-24-tochka.ru/live/253.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/253.m3u8,https://streaming.televizor-24-tochka.ru/live/253.m3u8,nginx,,0,253.38,HTTP_412,False,,,,,,,,,,,,,,,,,
254,254.m3u8,https://streaming.televizor-24-tochka.ru/live/254.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/254.m3u8,https://streaming.televizor-24-tochka.ru/live/254.m3u8,nginx,,0,249.19,HTTP_412,False,,,,,,,,,,,,,,,,,
255,255.m3u8,https://streaming.televizor-24-tochka.ru/live/255.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/255.m3u8,https://streaming.televizor-24-tochka.ru/live/255.m3u8,nginx,,0,250.15,HTTP_412,False,,,,,,,,,,,,,,,,,
256,256.m3u8,https://streaming.televizor-24-tochka.ru/live/256.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/256.m3u8,https://streaming.televizor-24-tochka.ru/live/256.m3u8,nginx,,0,253.57,HTTP_412,False,,,,,,,,,,,,,,,,,
257,257.m3u8,https://streaming.televizor-24-tochka.ru/live/257.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/257.m3u8,https://streaming.televizor-24-tochka.ru/live/257.m3u8,nginx,,0,253.79,HTTP_412,False,,,,,,,,,,,,,,,,,
258,258.m3u8,https://streaming.televizor-24-tochka.ru/live/258.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/258.m3u8,https://streaming.televizor-24-tochka.ru/live/258.m3u8,nginx,,0,254.29,HTTP_412,False,,,,,,,,,,,,,,,,,
259,259.m3u8,https://streaming.televizor-24-tochka.ru/live/259.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/259.m3u8,https://streaming.televizor-24-tochka.ru/live/259.m3u8,nginx,,0,249.82,HTTP_412,False,,,,,,,,,,,,,,,,,
260,260.m3u8,https://streaming.televizor-24-tochka.ru/live/260.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/260.m3u8,https://streaming.televizor-24-tochka.ru/live/260.m3u8,nginx,,0,254.1,HTTP_412,False,,,,,,,,,,,,,,,,,
261,261.m3u8,https://streaming.televizor-24-tochka.ru/live/261.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/261.m3u8,https://streaming.televizor-24-tochka.ru/live/261.m3u8,nginx,,0,249.9,HTTP_412,False,,,,,,,,,,,,,,,,,
262,262.m3u8,https://streaming.televizor-24-tochka.ru/live/262.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/262.m3u8,https://streaming.televizor-24-tochka.ru/live/262.m3u8,nginx,,0,249.08,HTTP_412,False,,,,,,,,,,,,,,,,,
263,263.m3u8,https://streaming.televizor-24-tochka.ru/live/263.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/263.m3u8,https://streaming.televizor-24-tochka.ru/live/263.m3u8,nginx,,0,250.18,HTTP_412,False,,,,,,,,,,,,,,,,,
264,264.m3u8,https://streaming.televizor-24-tochka.ru/live/264.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/264.m3u8,https://streaming.televizor-24-tochka.ru/live/264.m3u8,nginx,,0,251.49,HTTP_412,False,,,,,,,,,,,,,,,,,
265,265.m3u8,https://streaming.televizor-24-tochka.ru/live/265.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/265.m3u8,https://streaming.televizor-24-tochka.ru/live/265.m3u8,nginx,,0,249.21,HTTP_412,False,,,,,,,,,,,,,,,,,
266,266.m3u8,https://streaming.televizor-24-tochka.ru/live/266.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/266.m3u8,https://streaming.televizor-24-tochka.ru/live/266.m3u8,nginx,,0,252.94,HTTP_412,False,,,,,,,,,,,,,,,,,
267,267.m3u8,https://streaming.televizor-24-tochka.ru/live/267.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/267.m3u8,https://streaming.televizor-24-tochka.ru/live/267.m3u8,nginx,,0,249.11,HTTP_412,False,,,,,,,,,,,,,,,,,
268,268.m3u8,https://streaming.televizor-24-tochka.ru/live/268.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/268.m3u8,https://streaming.televizor-24-tochka.ru/live/268.m3u8,nginx,,0,251.55,HTTP_412,False,,,,,,,,,,,,,,,,,
269,269.m3u8,https://streaming.televizor-24-tochka.ru/live/269.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/269.m3u8,https://streaming.televizor-24-tochka.ru/live/269.m3u8,nginx,,0,252.3,HTTP_412,False,,,,,,,,,,,,,,,,,
270,270.m3u8,https://streaming.televizor-24-tochka.ru/live/270.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/270.m3u8,https://streaming.televizor-24-tochka.ru/live/270.m3u8,nginx,,0,249.24,HTTP_412,False,,,,,,,,,,,,,,,,,
271,271.m3u8,https://streaming.televizor-24-tochka.ru/live/271.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/271.m3u8,https://streaming.televizor-24-tochka.ru/live/271.m3u8,nginx,,0,251.08,HTTP_412,False,,,,,,,,,,,,,,,,,
272,272.m3u8,https://streaming.televizor-24-tochka.ru/live/272.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/272.m3u8,https://streaming.televizor-24-tochka.ru/live/272.m3u8,nginx,,0,251.6,HTTP_412,False,,,,,,,,,,,,,,,,,
273,273.m3u8,https://streaming.televizor-24-tochka.ru/live/273.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/273.m3u8,https://streaming.televizor-24-tochka.ru/live/273.m3u8,nginx,,0,581.22,HTTP_412,False,,,,,,,,,,,,,,,,,
274,274.m3u8,https://streaming.televizor-24-tochka.ru/live/274.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/274.m3u8,https://streaming.televizor-24-tochka.ru/live/274.m3u8,nginx,,0,248.95,HTTP_412,False,,,,,,,,,,,,,,,,,
275,275.m3u8,https://streaming.televizor-24-tochka.ru/live/275.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/275.m3u8,https://streaming.televizor-24-tochka.ru/live/275.m3u8,nginx,,0,249.84,HTTP_412,False,,,,,,,,,,,,,,,,,
276,276.m3u8,https://streaming.televizor-24-tochka.ru/live/276.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/276.m3u8,https://streaming.televizor-24-tochka.ru/live/276.m3u8,nginx,,0,248.98,HTTP_412,False,,,,,,,,,,,,,,,,,
277,277.m3u8,https://streaming.televizor-24-tochka.ru/live/277.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/277.m3u8,https://streaming.televizor-24-tochka.ru/live/277.m3u8,nginx,,0,255.39,HTTP_412,False,,,,,,,,,,,,,,,,,
278,278.m3u8,https://streaming.televizor-24-tochka.ru/live/278.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/278.m3u8,https://streaming.televizor-24-tochka.ru/live/278.m3u8,nginx,,0,253.86,HTTP_412,False,,,,,,,,,,,,,,,,,
279,279.m3u8,https://streaming.televizor-24-tochka.ru/live/279.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/279.m3u8,https://streaming.televizor-24-tochka.ru/live/279.m3u8,nginx,,0,251.43,HTTP_412,False,,,,,,,,,,,,,,,,,
280,280.m3u8,https://streaming.televizor-24-tochka.ru/live/280.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/280.m3u8,https://streaming.televizor-24-tochka.ru/live/280.m3u8,nginx,,0,253.43,HTTP_412,False,,,,,,,,,,,,,,,,,
281,281.m3u8,https://streaming.televizor-24-tochka.ru/live/281.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/281.m3u8,https://streaming.televizor-24-tochka.ru/live/281.m3u8,nginx,,0,251.35,HTTP_412,False,,,,,,,,,,,,,,,,,
282,282.m3u8,https://streaming.televizor-24-tochka.ru/live/282.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/282.m3u8,https://streaming.televizor-24-tochka.ru/live/282.m3u8,nginx,,0,255.86,HTTP_412,False,,,,,,,,,,,,,,,,,
283,283.m3u8,https://streaming.televizor-24-tochka.ru/live/283.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/283.m3u8,https://streaming.televizor-24-tochka.ru/live/283.m3u8,nginx,,0,252.58,HTTP_412,False,,,,,,,,,,,,,,,,,
284,284.m3u8,https://streaming.televizor-24-tochka.ru/live/284.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/284.m3u8,https://streaming.televizor-24-tochka.ru/live/284.m3u8,nginx,,0,255.64,HTTP_412,False,,,,,,,,,,,,,,,,,
285,285.m3u8,https://streaming.televizor-24-tochka.ru/live/285.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/285.m3u8,https://streaming.televizor-24-tochka.ru/live/285.m3u8,nginx,,0,251.94,HTTP_412,False,,,,,,,,,,,,,,,,,
286,286.m3u8,https://streaming.televizor-24-tochka.ru/live/286.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/286.m3u8,https://streaming.televizor-24-tochka.ru/live/286.m3u8,nginx,,0,258.54,HTTP_412,False,,,,,,,,,,,,,,,,,
287,287.m3u8,https://streaming.televizor-24-tochka.ru/live/287.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/287.m3u8,https://streaming.televizor-24-tochka.ru/live/287.m3u8,nginx,,0,250.63,HTTP_412,False,,,,,,,,,,,,,,,,,
288,288.m3u8,https://streaming.televizor-24-tochka.ru/live/288.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/288.m3u8,https://streaming.televizor-24-tochka.ru/live/288.m3u8,nginx,,0,250.52,HTTP_412,False,,,,,,,,,,,,,,,,,
289,289.m3u8,https://streaming.televizor-24-tochka.ru/live/289.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/289.m3u8,https://streaming.televizor-24-tochka.ru/live/289.m3u8,nginx,,0,250.86,HTTP_412,False,,,,,,,,,,,,,,,,,
290,290.m3u8,https://streaming.televizor-24-tochka.ru/live/290.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/290.m3u8,https://streaming.televizor-24-tochka.ru/live/290.m3u8,nginx,,0,250.1,HTTP_412,False,,,,,,,,,,,,,,,,,
291,291.m3u8,https://streaming.televizor-24-tochka.ru/live/291.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/291.m3u8,https://streaming.televizor-24-tochka.ru/live/291.m3u8,nginx,,0,253.27,HTTP_412,False,,,,,,,,,,,,,,,,,
292,292.m3u8,https://streaming.televizor-24-tochka.ru/live/292.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/292.m3u8,https://streaming.televizor-24-tochka.ru/live/292.m3u8,nginx,,0,251.82,HTTP_412,False,,,,,,,,,,,,,,,,,
293,293.m3u8,https://streaming.televizor-24-tochka.ru/live/293.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/293.m3u8,https://streaming.televizor-24-tochka.ru/live/293.m3u8,nginx,,0,253.34,HTTP_412,False,,,,,,,,,,,,,,,,,
294,294.m3u8,https://streaming.televizor-24-tochka.ru/live/294.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/294.m3u8,https://streaming.televizor-24-tochka.ru/live/294.m3u8,nginx,,0,252.17,HTTP_412,False,,,,,,,,,,,,,,,,,
295,295.m3u8,https://streaming.televizor-24-tochka.ru/live/295.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/295.m3u8,https://streaming.televizor-24-tochka.ru/live/295.m3u8,nginx,,0,247.82,HTTP_412,False,,,,,,,,,,,,,,,,,
296,296.m3u8,https://streaming.televizor-24-tochka.ru/live/296.m3u8,200,application/vnd.apple.mpegurl,908,https://streaming.televizor24.cc/live/296.m3u8,https://streaming.televizor-24-tochka.ru/live/296.m3u8,nginx,,908,1266.98,M3U8_MASTER,True,,,MASTER,True,False,446000; 796000; 2096000,426x240; 1024x576; 640x360,"mp4a.40.2,avc1.42C01F; mp4a.40.2,avc1.4D4028; mp4a.40.2,avc1.4D401F",,,,,,,0,296-req_offset_28000000-req_window_0-3k_v5.m3u8; 296-req_offset_28000000-req_window_0-3k_v5.m3u8; 296-req_offset_28000000-req_window_0-1k_v5.m3u8; 296-req_offset_28000000-req_window_0-1k_v5.m3u8; 296-req_offset_28000000-req_window_0-2k_v5.m3u8; 296-req_offset_28000000-req_window_0-2k_v5.m3u8,
297,297.m3u8,https://streaming.televizor-24-tochka.ru/live/297.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/297.m3u8,https://streaming.televizor-24-tochka.ru/live/297.m3u8,nginx,,0,250.76,HTTP_412,False,,,,,,,,,,,,,,,,,
298,298.m3u8,https://streaming.televizor-24-tochka.ru/live/298.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/298.m3u8,https://streaming.televizor-24-tochka.ru/live/298.m3u8,nginx,,0,251.42,HTTP_412,False,,,,,,,,,,,,,,,,,
299,299.m3u8,https://streaming.televizor-24-tochka.ru/live/299.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/299.m3u8,https://streaming.televizor-24-tochka.ru/live/299.m3u8,nginx,,0,249.47,HTTP_412,False,,,,,,,,,,,,,,,,,
300,300.m3u8,https://streaming.televizor-24-tochka.ru/live/300.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/300.m3u8,https://streaming.televizor-24-tochka.ru/live/300.m3u8,nginx,,0,249.46,HTTP_412,False,,,,,,,,,,,,,,,,,
301,301.m3u8,https://streaming.televizor-24-tochka.ru/live/301.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/301.m3u8,https://streaming.televizor-24-tochka.ru/live/301.m3u8,nginx,,0,249.53,HTTP_412,False,,,,,,,,,,,,,,,,,
302,302.m3u8,https://streaming.televizor-24-tochka.ru/live/302.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/302.m3u8,https://streaming.televizor-24-tochka.ru/live/302.m3u8,nginx,,0,253.57,HTTP_412,False,,,,,,,,,,,,,,,,,
303,303.m3u8,https://streaming.televizor-24-tochka.ru/live/303.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/303.m3u8,https://streaming.televizor-24-tochka.ru/live/303.m3u8,nginx,,0,1327.52,HTTP_412,False,,,,,,,,,,,,,,,,,
304,304.m3u8,https://streaming.televizor-24-tochka.ru/live/304.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/304.m3u8,https://streaming.televizor-24-tochka.ru/live/304.m3u8,nginx,,0,248.49,HTTP_412,False,,,,,,,,,,,,,,,,,
305,305.m3u8,https://streaming.televizor-24-tochka.ru/live/305.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/305.m3u8,https://streaming.televizor-24-tochka.ru/live/305.m3u8,nginx,,0,252.06,HTTP_412,False,,,,,,,,,,,,,,,,,
306,306.m3u8,https://streaming.televizor-24-tochka.ru/live/306.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/306.m3u8,https://streaming.televizor-24-tochka.ru/live/306.m3u8,nginx,,0,251.51,HTTP_412,False,,,,,,,,,,,,,,,,,
307,307.m3u8,https://streaming.televizor-24-tochka.ru/live/307.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/307.m3u8,https://streaming.televizor-24-tochka.ru/live/307.m3u8,nginx,,0,252.25,HTTP_412,False,,,,,,,,,,,,,,,,,
308,308.m3u8,https://streaming.televizor-24-tochka.ru/live/308.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/308.m3u8,https://streaming.televizor-24-tochka.ru/live/308.m3u8,nginx,,0,250.33,HTTP_412,False,,,,,,,,,,,,,,,,,
309,309.m3u8,https://streaming.televizor-24-tochka.ru/live/309.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/309.m3u8,https://streaming.televizor-24-tochka.ru/live/309.m3u8,nginx,,0,250.29,HTTP_412,False,,,,,,,,,,,,,,,,,
310,310.m3u8,https://streaming.televizor-24-tochka.ru/live/310.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/310.m3u8,https://streaming.televizor-24-tochka.ru/live/310.m3u8,nginx,,0,249.7,HTTP_412,False,,,,,,,,,,,,,,,,,
311,311.m3u8,https://streaming.televizor-24-tochka.ru/live/311.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/311.m3u8,https://streaming.televizor-24-tochka.ru/live/311.m3u8,nginx,,0,247.95,HTTP_412,False,,,,,,,,,,,,,,,,,
312,312.m3u8,https://streaming.televizor-24-tochka.ru/live/312.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/312.m3u8,https://streaming.televizor-24-tochka.ru/live/312.m3u8,nginx,,0,252.58,HTTP_412,False,,,,,,,,,,,,,,,,,
313,313.m3u8,https://streaming.televizor-24-tochka.ru/live/313.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/313.m3u8,https://streaming.televizor-24-tochka.ru/live/313.m3u8,nginx,,0,250.18,HTTP_412,False,,,,,,,,,,,,,,,,,
314,314.m3u8,https://streaming.televizor-24-tochka.ru/live/314.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/314.m3u8,https://streaming.televizor-24-tochka.ru/live/314.m3u8,nginx,,0,250.96,HTTP_412,False,,,,,,,,,,,,,,,,,
315,315.m3u8,https://streaming.televizor-24-tochka.ru/live/315.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/315.m3u8,https://streaming.televizor-24-tochka.ru/live/315.m3u8,nginx,,0,248.28,HTTP_412,False,,,,,,,,,,,,,,,,,
316,316.m3u8,https://streaming.televizor-24-tochka.ru/live/316.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/316.m3u8,https://streaming.televizor-24-tochka.ru/live/316.m3u8,nginx,,0,251.55,HTTP_412,False,,,,,,,,,,,,,,,,,
317,317.m3u8,https://streaming.televizor-24-tochka.ru/live/317.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/317.m3u8,https://streaming.televizor-24-tochka.ru/live/317.m3u8,nginx,,0,247.77,HTTP_412,False,,,,,,,,,,,,,,,,,
318,318.m3u8,https://streaming.televizor-24-tochka.ru/live/318.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/318.m3u8,https://streaming.televizor-24-tochka.ru/live/318.m3u8,nginx,,0,255.0,HTTP_412,False,,,,,,,,,,,,,,,,,
319,319.m3u8,https://streaming.televizor-24-tochka.ru/live/319.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/319.m3u8,https://streaming.televizor-24-tochka.ru/live/319.m3u8,nginx,,0,269.37,HTTP_412,False,,,,,,,,,,,,,,,,,
320,320.m3u8,https://streaming.televizor-24-tochka.ru/live/320.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/320.m3u8,https://streaming.televizor-24-tochka.ru/live/320.m3u8,nginx,,0,255.5,HTTP_412,False,,,,,,,,,,,,,,,,,
321,321.m3u8,https://streaming.televizor-24-tochka.ru/live/321.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/321.m3u8,https://streaming.televizor-24-tochka.ru/live/321.m3u8,nginx,,0,247.78,HTTP_412,False,,,,,,,,,,,,,,,,,
322,322.m3u8,https://streaming.televizor-24-tochka.ru/live/322.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/322.m3u8,https://streaming.televizor-24-tochka.ru/live/322.m3u8,nginx,,0,252.63,HTTP_412,False,,,,,,,,,,,,,,,,,
323,323.m3u8,https://streaming.televizor-24-tochka.ru/live/323.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/323.m3u8,https://streaming.televizor-24-tochka.ru/live/323.m3u8,nginx,,0,249.63,HTTP_412,False,,,,,,,,,,,,,,,,,
324,324.m3u8,https://streaming.televizor-24-tochka.ru/live/324.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/324.m3u8,https://streaming.televizor-24-tochka.ru/live/324.m3u8,nginx,,0,252.72,HTTP_412,False,,,,,,,,,,,,,,,,,
325,325.m3u8,https://streaming.televizor-24-tochka.ru/live/325.m3u8,412,text/html,568,https://streaming.televizor24.cc/live/325.m3u8,https://streaming.televizor-24-tochka.ru/live/325.m3u8,nginx,,0,260.74,HTTP_412,False,,,,,,,,,,,,,,,,,
