number,filename,url,status,get_status,content_type,content_length,get_content_length,final_url,redirect_chain,server,via,response_bytes,elapsed_ms,classification,valid_m3u8,channel_name,channel_names,playlist_type,is_master,is_media,bandwidths,average_bandwidths,resolutions,codecs,frame_rates,audio_groups,video_groups,subtitles,target_duration,media_sequence,segment_count,segment_durations,uris,raw_tags,streams,error
1499,1499.m3u8,https://streaming.televizor-24-tochka.ru/live/1499.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1499.m3u8,https://streaming.televizor-24-tochka.ru/live/1499.m3u8,nginx,,568,671.87,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1500,1500.m3u8,https://streaming.televizor-24-tochka.ru/live/1500.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1500.m3u8,https://streaming.televizor-24-tochka.ru/live/1500.m3u8,nginx,,568,676.01,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1501,1501.m3u8,https://streaming.televizor-24-tochka.ru/live/1501.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1501.m3u8,https://streaming.televizor-24-tochka.ru/live/1501.m3u8,nginx,,568,673.57,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1502,1502.m3u8,https://streaming.televizor-24-tochka.ru/live/1502.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1502.m3u8,https://streaming.televizor-24-tochka.ru/live/1502.m3u8,nginx,,568,672.71,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1503,1503.m3u8,https://streaming.televizor-24-tochka.ru/live/1503.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1503.m3u8,https://streaming.televizor-24-tochka.ru/live/1503.m3u8,nginx,,568,672.42,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1504,1504.m3u8,https://streaming.televizor-24-tochka.ru/live/1504.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1504.m3u8,https://streaming.televizor-24-tochka.ru/live/1504.m3u8,nginx,,568,675.76,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1505,1505.m3u8,https://streaming.televizor-24-tochka.ru/live/1505.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1505.m3u8,https://streaming.televizor-24-tochka.ru/live/1505.m3u8,nginx,,568,672.64,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1506,1506.m3u8,https://streaming.televizor-24-tochka.ru/live/1506.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1506.m3u8,https://streaming.televizor-24-tochka.ru/live/1506.m3u8,nginx,,568,673.01,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1507,1507.m3u8,https://streaming.televizor-24-tochka.ru/live/1507.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1507.m3u8,https://streaming.televizor-24-tochka.ru/live/1507.m3u8,nginx,,568,674.78,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1508,1508.m3u8,https://streaming.televizor-24-tochka.ru/live/1508.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1508.m3u8,https://streaming.televizor-24-tochka.ru/live/1508.m3u8,nginx,,568,671.56,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1509,1509.m3u8,https://streaming.televizor-24-tochka.ru/live/1509.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1509.m3u8,https://streaming.televizor-24-tochka.ru/live/1509.m3u8,nginx,,568,674.05,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1510,1510.m3u8,https://streaming.televizor-24-tochka.ru/live/1510.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1510.m3u8,https://streaming.televizor-24-tochka.ru/live/1510.m3u8,nginx,,568,671.59,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1511,1511.m3u8,https://streaming.televizor-24-tochka.ru/live/1511.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1511.m3u8,https://streaming.televizor-24-tochka.ru/live/1511.m3u8,nginx,,568,678.49,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1512,1512.m3u8,https://streaming.televizor-24-tochka.ru/live/1512.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1512.m3u8,https://streaming.televizor-24-tochka.ru/live/1512.m3u8,nginx,,568,707.05,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1513,1513.m3u8,https://streaming.televizor-24-tochka.ru/live/1513.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1513.m3u8,https://streaming.televizor-24-tochka.ru/live/1513.m3u8,nginx,,568,673.92,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1514,1514.m3u8,https://streaming.televizor-24-tochka.ru/live/1514.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1514.m3u8,https://streaming.televizor-24-tochka.ru/live/1514.m3u8,nginx,,568,675.43,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1515,1515.m3u8,https://streaming.televizor-24-tochka.ru/live/1515.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1515.m3u8,https://streaming.televizor-24-tochka.ru/live/1515.m3u8,nginx,,568,674.42,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1516,1516.m3u8,https://streaming.televizor-24-tochka.ru/live/1516.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1516.m3u8,https://streaming.televizor-24-tochka.ru/live/1516.m3u8,nginx,,568,672.19,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1517,1517.m3u8,https://streaming.televizor-24-tochka.ru/live/1517.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1517.m3u8,https://streaming.televizor-24-tochka.ru/live/1517.m3u8,nginx,,568,672.54,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1518,1518.m3u8,https://streaming.televizor-24-tochka.ru/live/1518.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1518.m3u8,https://streaming.televizor-24-tochka.ru/live/1518.m3u8,nginx,,568,675.23,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1519,1519.m3u8,https://streaming.televizor-24-tochka.ru/live/1519.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1519.m3u8,https://streaming.televizor-24-tochka.ru/live/1519.m3u8,nginx,,568,671.19,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1520,1520.m3u8,https://streaming.televizor-24-tochka.ru/live/1520.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1520.m3u8,https://streaming.televizor-24-tochka.ru/live/1520.m3u8,nginx,,568,671.42,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1521,1521.m3u8,https://streaming.televizor-24-tochka.ru/live/1521.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1521.m3u8,https://streaming.televizor-24-tochka.ru/live/1521.m3u8,nginx,,568,671.69,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1522,1522.m3u8,https://streaming.televizor-24-tochka.ru/live/1522.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1522.m3u8,https://streaming.televizor-24-tochka.ru/live/1522.m3u8,nginx,,568,671.09,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1523,1523.m3u8,https://streaming.televizor-24-tochka.ru/live/1523.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1523.m3u8,https://streaming.televizor-24-tochka.ru/live/1523.m3u8,nginx,,568,683.86,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1524,1524.m3u8,https://streaming.televizor-24-tochka.ru/live/1524.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1524.m3u8,https://streaming.televizor-24-tochka.ru/live/1524.m3u8,nginx,,568,673.04,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1525,1525.m3u8,https://streaming.televizor-24-tochka.ru/live/1525.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1525.m3u8,https://streaming.televizor-24-tochka.ru/live/1525.m3u8,nginx,,568,1411.63,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1526,1526.m3u8,https://streaming.televizor-24-tochka.ru/live/1526.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1526.m3u8,https://streaming.televizor-24-tochka.ru/live/1526.m3u8,nginx,,568,678.7,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1527,1527.m3u8,https://streaming.televizor-24-tochka.ru/live/1527.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1527.m3u8,https://streaming.televizor-24-tochka.ru/live/1527.m3u8,nginx,,568,671.67,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1528,1528.m3u8,https://streaming.televizor-24-tochka.ru/live/1528.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1528.m3u8,https://streaming.televizor-24-tochka.ru/live/1528.m3u8,nginx,,568,679.18,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1529,1529.m3u8,https://streaming.televizor-24-tochka.ru/live/1529.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1529.m3u8,https://streaming.televizor-24-tochka.ru/live/1529.m3u8,nginx,,568,671.29,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1530,1530.m3u8,https://streaming.televizor-24-tochka.ru/live/1530.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1530.m3u8,https://streaming.televizor-24-tochka.ru/live/1530.m3u8,nginx,,568,672.69,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1531,1531.m3u8,https://streaming.televizor-24-tochka.ru/live/1531.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1531.m3u8,https://streaming.televizor-24-tochka.ru/live/1531.m3u8,nginx,,568,672.26,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1532,1532.m3u8,https://streaming.televizor-24-tochka.ru/live/1532.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1532.m3u8,https://streaming.televizor-24-tochka.ru/live/1532.m3u8,nginx,,568,670.89,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1533,1533.m3u8,https://streaming.televizor-24-tochka.ru/live/1533.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1533.m3u8,https://streaming.televizor-24-tochka.ru/live/1533.m3u8,nginx,,568,671.26,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1534,1534.m3u8,https://streaming.televizor-24-tochka.ru/live/1534.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1534.m3u8,https://streaming.televizor-24-tochka.ru/live/1534.m3u8,nginx,,568,678.59,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1535,1535.m3u8,https://streaming.televizor-24-tochka.ru/live/1535.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1535.m3u8,https://streaming.televizor-24-tochka.ru/live/1535.m3u8,nginx,,568,674.33,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1536,1536.m3u8,https://streaming.televizor-24-tochka.ru/live/1536.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1536.m3u8,https://streaming.televizor-24-tochka.ru/live/1536.m3u8,nginx,,568,673.36,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1537,1537.m3u8,https://streaming.televizor-24-tochka.ru/live/1537.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1537.m3u8,https://streaming.televizor-24-tochka.ru/live/1537.m3u8,nginx,,568,674.32,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1538,1538.m3u8,https://streaming.televizor-24-tochka.ru/live/1538.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1538.m3u8,https://streaming.televizor-24-tochka.ru/live/1538.m3u8,nginx,,568,675.07,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1539,1539.m3u8,https://streaming.televizor-24-tochka.ru/live/1539.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1539.m3u8,https://streaming.televizor-24-tochka.ru/live/1539.m3u8,nginx,,568,676.93,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1540,1540.m3u8,https://streaming.televizor-24-tochka.ru/live/1540.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1540.m3u8,https://streaming.televizor-24-tochka.ru/live/1540.m3u8,nginx,,568,671.91,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1541,1541.m3u8,https://streaming.televizor-24-tochka.ru/live/1541.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1541.m3u8,https://streaming.televizor-24-tochka.ru/live/1541.m3u8,nginx,,568,675.36,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1542,1542.m3u8,https://streaming.televizor-24-tochka.ru/live/1542.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1542.m3u8,https://streaming.televizor-24-tochka.ru/live/1542.m3u8,nginx,,568,673.39,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1543,1543.m3u8,https://streaming.televizor-24-tochka.ru/live/1543.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1543.m3u8,https://streaming.televizor-24-tochka.ru/live/1543.m3u8,nginx,,568,674.64,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1544,1544.m3u8,https://streaming.televizor-24-tochka.ru/live/1544.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1544.m3u8,https://streaming.televizor-24-tochka.ru/live/1544.m3u8,nginx,,568,671.29,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1545,1545.m3u8,https://streaming.televizor-24-tochka.ru/live/1545.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1545.m3u8,https://streaming.televizor-24-tochka.ru/live/1545.m3u8,nginx,,568,673.88,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1546,1546.m3u8,https://streaming.televizor-24-tochka.ru/live/1546.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1546.m3u8,https://streaming.televizor-24-tochka.ru/live/1546.m3u8,nginx,,568,671.64,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1547,1547.m3u8,https://streaming.televizor-24-tochka.ru/live/1547.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1547.m3u8,https://streaming.televizor-24-tochka.ru/live/1547.m3u8,nginx,,568,674.51,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1548,1548.m3u8,https://streaming.televizor-24-tochka.ru/live/1548.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1548.m3u8,https://streaming.televizor-24-tochka.ru/live/1548.m3u8,nginx,,568,673.61,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1549,1549.m3u8,https://streaming.televizor-24-tochka.ru/live/1549.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1549.m3u8,https://streaming.televizor-24-tochka.ru/live/1549.m3u8,nginx,,568,671.54,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1550,1550.m3u8,https://streaming.televizor-24-tochka.ru/live/1550.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1550.m3u8,https://streaming.televizor-24-tochka.ru/live/1550.m3u8,nginx,,568,672.44,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1551,1551.m3u8,https://streaming.televizor-24-tochka.ru/live/1551.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1551.m3u8,https://streaming.televizor-24-tochka.ru/live/1551.m3u8,nginx,,568,672.06,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1552,1552.m3u8,https://streaming.televizor-24-tochka.ru/live/1552.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1552.m3u8,https://streaming.televizor-24-tochka.ru/live/1552.m3u8,nginx,,568,679.4,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1553,1553.m3u8,https://streaming.televizor-24-tochka.ru/live/1553.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1553.m3u8,https://streaming.televizor-24-tochka.ru/live/1553.m3u8,nginx,,568,670.67,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1554,1554.m3u8,https://streaming.televizor-24-tochka.ru/live/1554.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1554.m3u8,https://streaming.televizor-24-tochka.ru/live/1554.m3u8,nginx,,568,678.78,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1555,1555.m3u8,https://streaming.televizor-24-tochka.ru/live/1555.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1555.m3u8,https://streaming.televizor-24-tochka.ru/live/1555.m3u8,nginx,,568,675.26,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1556,1556.m3u8,https://streaming.televizor-24-tochka.ru/live/1556.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1556.m3u8,https://streaming.televizor-24-tochka.ru/live/1556.m3u8,nginx,,568,675.28,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1557,1557.m3u8,https://streaming.televizor-24-tochka.ru/live/1557.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1557.m3u8,https://streaming.televizor-24-tochka.ru/live/1557.m3u8,nginx,,568,1673.76,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1558,1558.m3u8,https://streaming.televizor-24-tochka.ru/live/1558.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1558.m3u8,https://streaming.televizor-24-tochka.ru/live/1558.m3u8,nginx,,568,668.41,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1559,1559.m3u8,https://streaming.televizor-24-tochka.ru/live/1559.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1559.m3u8,https://streaming.televizor-24-tochka.ru/live/1559.m3u8,nginx,,568,674.65,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1560,1560.m3u8,https://streaming.televizor-24-tochka.ru/live/1560.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1560.m3u8,https://streaming.televizor-24-tochka.ru/live/1560.m3u8,nginx,,568,668.79,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1561,1561.m3u8,https://streaming.televizor-24-tochka.ru/live/1561.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1561.m3u8,https://streaming.televizor-24-tochka.ru/live/1561.m3u8,nginx,,568,675.44,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1562,1562.m3u8,https://streaming.televizor-24-tochka.ru/live/1562.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1562.m3u8,https://streaming.televizor-24-tochka.ru/live/1562.m3u8,nginx,,568,676.83,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1563,1563.m3u8,https://streaming.televizor-24-tochka.ru/live/1563.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1563.m3u8,https://streaming.televizor-24-tochka.ru/live/1563.m3u8,nginx,,568,673.27,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1564,1564.m3u8,https://streaming.televizor-24-tochka.ru/live/1564.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1564.m3u8,https://streaming.televizor-24-tochka.ru/live/1564.m3u8,nginx,,568,669.36,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1565,1565.m3u8,https://streaming.televizor-24-tochka.ru/live/1565.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1565.m3u8,https://streaming.televizor-24-tochka.ru/live/1565.m3u8,nginx,,568,669.02,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1566,1566.m3u8,https://streaming.televizor-24-tochka.ru/live/1566.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1566.m3u8,https://streaming.televizor-24-tochka.ru/live/1566.m3u8,nginx,,568,669.43,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1567,1567.m3u8,https://streaming.televizor-24-tochka.ru/live/1567.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1567.m3u8,https://streaming.televizor-24-tochka.ru/live/1567.m3u8,nginx,,568,675.02,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1568,1568.m3u8,https://streaming.televizor-24-tochka.ru/live/1568.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1568.m3u8,https://streaming.televizor-24-tochka.ru/live/1568.m3u8,nginx,,568,672.45,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1569,1569.m3u8,https://streaming.televizor-24-tochka.ru/live/1569.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1569.m3u8,https://streaming.televizor-24-tochka.ru/live/1569.m3u8,nginx,,568,671.45,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1570,1570.m3u8,https://streaming.televizor-24-tochka.ru/live/1570.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1570.m3u8,https://streaming.televizor-24-tochka.ru/live/1570.m3u8,nginx,,568,669.08,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1571,1571.m3u8,https://streaming.televizor-24-tochka.ru/live/1571.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1571.m3u8,https://streaming.televizor-24-tochka.ru/live/1571.m3u8,nginx,,568,670.12,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1572,1572.m3u8,https://streaming.televizor-24-tochka.ru/live/1572.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1572.m3u8,https://streaming.televizor-24-tochka.ru/live/1572.m3u8,nginx,,568,694.51,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1573,1573.m3u8,https://streaming.televizor-24-tochka.ru/live/1573.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1573.m3u8,https://streaming.televizor-24-tochka.ru/live/1573.m3u8,nginx,,568,668.97,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1574,1574.m3u8,https://streaming.televizor-24-tochka.ru/live/1574.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1574.m3u8,https://streaming.televizor-24-tochka.ru/live/1574.m3u8,nginx,,568,669.45,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1575,1575.m3u8,https://streaming.televizor-24-tochka.ru/live/1575.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1575.m3u8,https://streaming.televizor-24-tochka.ru/live/1575.m3u8,nginx,,568,669.24,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1576,1576.m3u8,https://streaming.televizor-24-tochka.ru/live/1576.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1576.m3u8,https://streaming.televizor-24-tochka.ru/live/1576.m3u8,nginx,,568,678.31,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1577,1577.m3u8,https://streaming.televizor-24-tochka.ru/live/1577.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1577.m3u8,https://streaming.televizor-24-tochka.ru/live/1577.m3u8,nginx,,568,671.44,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1578,1578.m3u8,https://streaming.televizor-24-tochka.ru/live/1578.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1578.m3u8,https://streaming.televizor-24-tochka.ru/live/1578.m3u8,nginx,,568,673.67,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1579,1579.m3u8,https://streaming.televizor-24-tochka.ru/live/1579.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1579.m3u8,https://streaming.televizor-24-tochka.ru/live/1579.m3u8,nginx,,568,673.78,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1580,1580.m3u8,https://streaming.televizor-24-tochka.ru/live/1580.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1580.m3u8,https://streaming.televizor-24-tochka.ru/live/1580.m3u8,nginx,,568,674.92,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1581,1581.m3u8,https://streaming.televizor-24-tochka.ru/live/1581.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1581.m3u8,https://streaming.televizor-24-tochka.ru/live/1581.m3u8,nginx,,568,669.84,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1582,1582.m3u8,https://streaming.televizor-24-tochka.ru/live/1582.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1582.m3u8,https://streaming.televizor-24-tochka.ru/live/1582.m3u8,nginx,,568,675.96,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1583,1583.m3u8,https://streaming.televizor-24-tochka.ru/live/1583.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1583.m3u8,https://streaming.televizor-24-tochka.ru/live/1583.m3u8,nginx,,568,669.08,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1584,1584.m3u8,https://streaming.televizor-24-tochka.ru/live/1584.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1584.m3u8,https://streaming.televizor-24-tochka.ru/live/1584.m3u8,nginx,,568,671.03,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1585,1585.m3u8,https://streaming.televizor-24-tochka.ru/live/1585.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1585.m3u8,https://streaming.televizor-24-tochka.ru/live/1585.m3u8,nginx,,568,675.61,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1586,1586.m3u8,https://streaming.televizor-24-tochka.ru/live/1586.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1586.m3u8,https://streaming.televizor-24-tochka.ru/live/1586.m3u8,nginx,,568,677.65,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1587,1587.m3u8,https://streaming.televizor-24-tochka.ru/live/1587.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1587.m3u8,https://streaming.televizor-24-tochka.ru/live/1587.m3u8,nginx,,568,670.4,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1588,1588.m3u8,https://streaming.televizor-24-tochka.ru/live/1588.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1588.m3u8,https://streaming.televizor-24-tochka.ru/live/1588.m3u8,nginx,,568,669.01,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1589,1589.m3u8,https://streaming.televizor-24-tochka.ru/live/1589.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1589.m3u8,https://streaming.televizor-24-tochka.ru/live/1589.m3u8,nginx,,568,668.84,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1590,1590.m3u8,https://streaming.televizor-24-tochka.ru/live/1590.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1590.m3u8,https://streaming.televizor-24-tochka.ru/live/1590.m3u8,nginx,,568,672.62,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1591,1591.m3u8,https://streaming.televizor-24-tochka.ru/live/1591.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1591.m3u8,https://streaming.televizor-24-tochka.ru/live/1591.m3u8,nginx,,568,668.55,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
1592,1592.m3u8,https://streaming.televizor-24-tochka.ru/live/1592.m3u8,412,412,text/html,568,568,https://streaming.televizor24.cc/live/1592.m3u8,https://streaming.televizor-24-tochka.ru/live/1592.m3u8,nginx,,568,675.02,HTML,False,,,,False,False,,,,,,,,,,,0,,,,[],
